milservice,msndate,valid_aircraft_root,missionid,tgttype,resultsbda,VALIDATED_ROOT,AIRCRAFT_APPLICATION
USN,1970-02-13,F-4,1722,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1970-03-02,A-7,1801,POL STORAGE,DESTROYED,A-7,ATTACK
USN,1971-03-27,A-4,6510,TANK,DAMAGED,A-4,FIGHTER
VNAF,1972-01-16,A-1,D314,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1971-11-02,A-37,E418,SAMPANS,DESTROYED,A-37,ATTACK
VNAF,1972-01-29,A-37,E403,SAMPANS,DAMAGED,A-37,ATTACK
VNAF,1972-02-25,A-37,E404,TUNNELS,DAMAGED,A-37,ATTACK
VNAF,1971-12-27,A-37,E439,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1973-05-11,F-4,6949,FOX HOLES,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-09-10,F-4,4007,BOATS\BARGES,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-07-11,A-4,3225,BOATS\BARGES,DESTROYED,A-4,FIGHTER
VNAF,1971-05-04,A-1,D039,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1970-04-28,F-100,4512,MORTAR SITE,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1970-04-09,AC-130,1103,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1970-06-01,F-4,1488,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1972-02-20,A-37,6233,FOX HOLES,DAMAGED,A-37,ATTACK
USN,1971-04-20,A-7,8740,TRUCKS,DESTROYED,A-7,ATTACK
RAAF,1970-01-12,B-57,5230,TUNNELS,DAMAGED,B-57,"TACTICAL, BOMBER"
USAF,1972-11-08,A-7,6045,ARTILLERY,DESTROYED,A-7,ATTACK
VNAF,1972-08-06,A-1,D341,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1972-03-13,A-37,E427,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-07-09,F-4,7045,130MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-12-09,A-37,E450,TRENCH,DESTROYED,A-37,ATTACK
USN,1972-06-05,A-7,1387,WAREHOUSE,DESTROYED,A-7,ATTACK
VNAF,1972-09-15,A-37,E433,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-08-17,F-4,6474,RAILROAD BRIDGE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-12-30,A-37,B111,TRENCH,DESTROYED,A-37,ATTACK
RAAF,1970-06-16,B-57,5009,TRENCH,DAMAGED,B-57,"TACTICAL, BOMBER"
USN,1972-09-27,A-7,9213,BRIDGE\ANY,DESTROYED,A-7,ATTACK
VNAF,1970-01-14,A-1,7302,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1970-07-16,A-37,B655,TRENCH,DESTROYED,A-37,ATTACK
USAF,1973-03-17,A-7,6816,FERRY,DAMAGED,A-7,ATTACK
VNAF,1972-06-21,A-37,E443,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-05-13,A-37,B132,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-03-06,F-4,8040,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-11-16,A-1,C263,12.7 GUN SITE,DESTROYED,A-1,FIGHTER
VNAF,1972-04-03,A-37,C202,MORTAR SITE,DESTROYED,A-37,ATTACK
USAF,1971-05-01,AC-130,7947,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1971-08-18,A-1,8172,SUPPLY STORAGE\DMPS,DESTROYED,A-1,FIGHTER
VNAF,1971-12-13,A-1,D331,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1971-08-11,AC-119,4201,TRUCKS,DAMAGED,AC-119,TRANSPORT
USMC,1973-01-16,A-4,8998,FOX HOLES,DESTROYED,A-4,FIGHTER
VNAF,1972-09-16,A-37,E428,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1973-01-03,A-1,D345,CAVES,DESTROYED,A-1,FIGHTER
USAF,1970-11-18,F-4,0982,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-10-14,A-37,E421,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-07-28,F-4,7203,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-11-07,F-4,1485,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-02-22,A-1,D337,TUNNELS,DESTROYED,A-1,FIGHTER
VNAF,1971-01-17,A-37,E575,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-09-02,A-37,B114,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1973-05-10,A-7,6736,TRENCH,DESTROYED,A-7,ATTACK
VNAF,1970-11-18,A-37,E436,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-07-14,A-37,4582,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-08-21,A-37,B108,130MM GUN SITE,DESTROYED,A-37,ATTACK
VNAF,1971-10-12,A-37,E425,FOX HOLES,DAMAGED,A-37,ATTACK
USN,1972-04-12,F-4,9623,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
RAAF,1970-07-13,B-57,5008,TRENCH,DESTROYED,B-57,"TACTICAL, BOMBER"
USAF,1973-02-12,F-4,1553,CRATE\STORAGE CONT,DESTROYED,F-4,"FIGHTER, BOMBER"
USMC,1972-12-11,A-4,8982,TRENCH,DESTROYED,A-4,FIGHTER
USAF,1971-12-03,F-4,6903,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-06-18,A-37,5039,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1971-02-12,F-4,1461,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-12-01,A-1,D300,CAVES,DESTROYED,A-1,FIGHTER
RLAF,1971-09-30,T-28,1391,SUPPLIES\RICE\WEAPONS,DESTROYED,T-28,TRAIN
USAF,1971-07-12,A-37,5201,FOX HOLES,DAMAGED,A-37,ATTACK
VNAF,1972-10-25,A-37,E465,57MM GUN SITE,DESTROYED,A-37,ATTACK
VNAF,1972-09-06,A-1,D340,TUNNELS,DESTROYED,A-1,FIGHTER
USAF,1970-02-12,F-105,0583,STORAGE AREA,DAMAGED,F-105,"FIGHTER, BOMBER"
USAF,1971-03-28,F-100,5119,TUNNELS,DESTROYED,F-100,"FIGHTER, BOMBER"
RAAF,1970-10-08,B-57,6199,FOX HOLES,DESTROYED,B-57,"TACTICAL, BOMBER"
USAF,1972-06-25,F-4,6109,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-02-13,F-4,0480,TRENCH,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-07-30,A-6,1376,TRUCKS,DESTROYED,A-6,ATTACK
VNAF,1971-08-17,A-1,D337,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-05-20,A-37,B107,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-11-16,A-7,6009,FOX HOLES,DESTROYED,A-7,ATTACK
USN,1970-02-24,F-4,1849,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-02-07,F-4,1954,LANDING ZONE PREP,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1971-11-28,A-37,E430,TUNNELS,DESTROYED,A-37,ATTACK
USN,1972-04-27,A-7,9640,TRUCKS,DAMAGED,A-7,ATTACK
USN,1973-01-07,A-7,9805,CAVES,DAMAGED,A-7,ATTACK
USAF,1973-01-12,A-7,6032,FORDS\SUBSURFACE BRIDGE,DAMAGED,A-7,ATTACK
USAF,1971-09-03,F-4,5996,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-22,A-1,D331,TRAILS,DESTROYED,A-1,FIGHTER
USN,1971-02-11,A-7,1722,TRUCKS,DAMAGED,A-7,ATTACK
RLAF,1971-08-26,T-28,1391,SUPPLIES\RICE\WEAPONS,DESTROYED,T-28,TRAIN
VNAF,1972-11-06,A-37,E415,AGRICULTURAL AREA,DESTROYED,A-37,ATTACK
USMC,1972-12-07,A-4,8884,TRENCH,DESTROYED,A-4,FIGHTER
VNAF,1971-10-21,F-5,D354,TRAILS,DAMAGED,F-5,FIGHTER
USAF,1971-03-02,AC-130,1125,TRUCKS,DAMAGED,AC-130,ATTACK
USN,1972-05-09,A-7,3205,BRIDGE\ANY,DAMAGED,A-7,ATTACK
USN,1972-01-31,A-7,9065,TRUCKS,DESTROYED,A-7,ATTACK
USN,1972-05-25,A-4,3212,RAILROAD BRIDGE,DAMAGED,A-4,FIGHTER
VNAF,1971-08-17,A-37,E421,SAMPANS,DESTROYED,A-37,ATTACK
VNAF,1972-08-24,A-37,E415,TRENCH,DESTROYED,A-37,ATTACK
USAF,1973-03-28,F-4,6659,SUPPLIES\RICE\WEAPONS,DAMAGED,F-4,"FIGHTER, BOMBER"
RAAF,1971-04-04,B-57,6106,CAVES,DESTROYED,B-57,"TACTICAL, BOMBER"
USAF,1972-08-20,F-4,6110,AAA\37MM  CR MORE,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-06-10,F-4,8021,BULLDOZER,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-12-16,A-1,D336,TRAILS,DAMAGED,A-1,FIGHTER
VNAF,1972-03-05,A-37,E425,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1971-09-27,A-37,E406,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1970-08-26,A-37,B105,TRENCH,DESTROYED,A-37,ATTACK
USN,1973-02-17,F-4,9530,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-04-21,AC-130,7939,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1973-05-04,A-7,6732,TRENCH,DAMAGED,A-7,ATTACK
USAF,1970-05-25,A-37,5045,BASE CAMP AREA,DAMAGED,A-37,ATTACK
VNAF,1971-08-19,F-5,D355,FOX HOLES,DESTROYED,F-5,FIGHTER
USAF,1970-02-09,F-100,5150,TRENCH,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-07-30,A-1,D342,FOX HOLES,DESTROYED,A-1,FIGHTER
USN,1971-01-26,A-7,1750,TRUCKS,DESTROYED,A-7,ATTACK
VNAF,1972-05-18,A-37,B133,FOX HOLES,DESTROYED,A-37,ATTACK
USMC,1972-09-09,A-4,8977,TRENCH,DESTROYED,A-4,FIGHTER
VNAF,1970-02-24,A-37,7030,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-02-22,F-4,0311,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-01-04,A-37,E299,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-08-03,F-4,7032,TANK,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-12-31,A-37,E412,CAVES,DAMAGED,A-37,ATTACK
USN,1973-01-02,F-4,9632,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
RLAF,1971-08-06,T-28,1392,SUPPLIES\RICE\WEAPONS,DESTROYED,T-28,TRAIN
USAF,1970-12-03,F-100,5407,LANDING ZONE CONST,OBSERVED,F-100,"FIGHTER, BOMBER"
RLAF,1972-01-30,T-28,1392,FOX HOLES,DAMAGED,T-28,TRAIN
USAF,1973-04-24,A-7,6650,BOATS\BARGES,DESTROYED,A-7,ATTACK
VNAF,1971-07-28,A-37,E427,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-05-08,A-37,B157,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-05-17,F-4,6706,LANDING ZONE PREP,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-27,A-37,E434,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1970-12-13,F-4,1413,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-08,A-37,E417,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1970-02-26,F-100,5505,BOATS\BARGES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-07-26,A-37,E418,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-07-24,F-4,5852,LANDING ZONE PREP,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1972-12-29,A-37,B110,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-03-05,F-4,5916,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-21,A-1,D323,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1971-04-22,F-100,5304,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
USN,1972-08-13,A-7,9812,TRUCKS,DESTROYED,A-7,ATTACK
USN,1972-10-07,A-6,9901,BRIDGES,DESTROYED,A-6,ATTACK
RLAF,1970-04-19,T-28,7800,SUPPLIES\RICE\WEAPONS,DESTROYED,T-28,TRAIN
USN,1972-06-12,A-7,9916,CAVES,DESTROYED,A-7,ATTACK
VNAF,1972-09-05,A-37,B103,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1970-10-28,A-37,4823,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-08-17,A-37,5591,BRIDGE\ANY,DAMAGED,A-37,ATTACK
USAF,1971-08-25,F-4,7369,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-12-11,A-7,9314,BOATS\BARGES,DAMAGED,A-7,ATTACK
USN,1970-03-10,A-4,1731,TRUCKS,DESTROYED,A-4,FIGHTER
USAF,1972-02-17,AC-119,5210,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1972-04-02,AC-130,5239,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1971-01-16,F-4,1006,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-12-22,A-37,C204,TRAILS,DAMAGED,A-37,ATTACK
USAF,1972-02-27,F-4,7000,MORTAR SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-10-09,A-1,D351,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1972-02-18,A-37,6511,SUPPLIES\RICE\WEAPONS,DESTROYED,A-37,ATTACK
USN,1972-12-12,A-6,9063,BRIDGE\ANY,DESTROYED,A-6,ATTACK
USAF,1970-11-05,F-4,0663,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-03-26,AC-130,1137,TRUCKS,DESTROYED,AC-130,ATTACK
VNAF,1970-05-27,A-37,C893,FOX HOLES,DAMAGED,A-37,ATTACK
USAF,1970-01-07,AC-130,1117,TRUCKS,OBSERVED,AC-130,ATTACK
VNAF,1971-06-24,A-37,E439,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-01-14,AC-119,5218,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1972-04-01,A-37,6512,SUPPLIES\RICE\WEAPONS,DESTROYED,A-37,ATTACK
USAF,1972-07-25,F-4,7151,POL TANKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-12-04,A-1,D322,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-12-13,A-37,E447,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-12-23,F-5,D380,TANK,DESTROYED,F-5,FIGHTER
VNAF,1972-11-23,A-1,D320,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1970-07-06,A-1,D103,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1971-12-24,A-1,D306,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-06-20,A-37,E405,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-05-21,A-1,C272,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1972-03-23,A-37,6205,AMMO STORAGE\DUMP,DESTROYED,A-37,ATTACK
USN,1972-03-28,A-4,9046,TRUCKS,DESTROYED,A-4,FIGHTER
VNAF,1971-06-28,A-37,E425,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-01-03,F-105,1433,SUPPLY STORAGE\DMPS,DESTROYED,F-105,"FIGHTER, BOMBER"
USAF,1970-04-10,F-4,0472,CAVES,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1972-01-31,F-4,5707,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
RAAF,1970-08-24,B-57,6352,TUNNELS,DAMAGED,B-57,"TACTICAL, BOMBER"
USN,1972-05-16,A-7,1358,TRUCKS,DESTROYED,A-7,ATTACK
USAF,1971-03-29,F-100,5144,FOX HOLES,DAMAGED,F-100,"FIGHTER, BOMBER"
VNAF,1970-12-05,A-37,E742,SAMPANS,DESTROYED,A-37,ATTACK
VNAF,1972-06-20,A-37,B148,AAA SITE UNK CAL,DESTROYED,A-37,ATTACK
USMC,1972-07-11,A-4,8997,SAMPANS,DESTROYED,A-4,FIGHTER
USAF,1971-05-20,A-37,5369,RADIO COMMUNICATN,DESTROYED,A-37,ATTACK
USN,1972-04-17,F-4,9620,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1973-07-23,F-4,7016,FOX HOLES,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1970-04-25,A-37,E650,TRENCH,DESTROYED,A-37,ATTACK
USN,1972-07-14,A-7,1390,TRUCKS,DESTROYED,A-7,ATTACK
VNAF,1970-02-28,A-37,7036,CAVES,DAMAGED,A-37,ATTACK
VNAF,1972-11-18,A-1,D307,TRAILS,DESTROYED,A-1,FIGHTER
USN,1972-06-11,A-7,1351,TRUCKS,DAMAGED,A-7,ATTACK
VNAF,1972-05-19,A-1,C272,ARTILLERY,DESTROYED,A-1,FIGHTER
USN,1973-02-14,A-7,9349,BRIDGE\ANY,DAMAGED,A-7,ATTACK
USN,1973-01-15,A-7,9241,TRENCH,DESTROYED,A-7,ATTACK
USAF,1971-05-19,AC-119,7913,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1971-03-02,AC-130,1131,TRUCKS,DESTROYED,AC-130,ATTACK
USAF,1970-12-30,F-4,0652,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1970-04-29,A-37,E714,TRENCH,DESTROYED,A-37,ATTACK
USN,1972-12-28,A-7,9543,TRUCKS,DAMAGED,A-7,ATTACK
USAF,1972-11-11,F-4,7118,WAREHOUSE,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-03-08,A-37,E436,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1970-11-11,F-4,1487,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-09-11,A-37,5262,TRENCH,DESTROYED,A-37,ATTACK
USAF,1973-05-11,F-4,6941,ROAD\HIWAY\APPRCH,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1970-12-24,A-37,E108,CAVES,DESTROYED,A-37,ATTACK
VNAF,1970-06-16,A-37,E288,TRENCH,DAMAGED,A-37,ATTACK
VNAF,1972-09-27,A-1,D319,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1972-07-27,F-4,5706,122MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-10-19,A-1,C607,MORTAR SITE,DESTROYED,A-1,FIGHTER
USMC,1971-02-11,A-4,0478,LANDING ZONE PREP,OBSERVED,A-4,FIGHTER
USAF,1970-05-24,F-100,5004,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1972-12-11,F-4,7200,TANK,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-02-28,F-4,1553,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-07-22,A-37,B109,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-02-08,A-1,D337,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-10-18,A-37,B108,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-03-05,F-4,8663,SUPPLIES\RICE\WEAPONS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1972-12-01,AC-130,5326,BOATS\BARGES,DAMAGED,AC-130,ATTACK
USAF,1970-08-05,A-37,5221,FOX HOLES,DESTROYED,A-37,ATTACK
USN,1972-04-01,F-4,9210,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-04-22,F-105,0400,AAA\37MM  CR MORE,DAMAGED,F-105,"FIGHTER, BOMBER"
USAF,1972-02-04,AC-130,5239,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-12-28,F-5,D371,CAVES,DESTROYED,F-5,FIGHTER
VNAF,1972-03-06,A-37,B168,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1971-10-30,A-37,E415,TRENCH,DESTROYED,A-37,ATTACK
USN,1972-09-15,A-7,9511,WAREHOUSE,DESTROYED,A-7,ATTACK
USMC,1973-01-06,A-4,8956,TRENCH,DESTROYED,A-4,FIGHTER
USN,1972-06-17,A-7,1386,BRIDGE\ANY,DESTROYED,A-7,ATTACK
USAF,1971-10-10,F-4,7305,AREA COMPLEX,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1973-05-04,F-4,6920,ROAD\HIWAY\APPRCH,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-03-11,A-7,9633,SUPPLIES\RICE\WEAPONS,DESTROYED,A-7,ATTACK
USAF,1973-05-02,A-7,6716,AMO\POL\SUP\CRT,DAMAGED,A-7,ATTACK
USAF,1972-05-22,F-4,7269,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
RAAF,1970-09-27,B-57,6194,FOX HOLES,DESTROYED,B-57,"TACTICAL, BOMBER"
VNAF,1971-12-28,A-37,E440,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-12-08,A-37,E415,CAVES,DESTROYED,A-37,ATTACK
USN,1972-06-08,A-7,1379,TRACKED VEHICLE,DAMAGED,A-7,ATTACK
USN,1971-04-21,A-4,8517,TRUCKS,DESTROYED,A-4,FIGHTER
VNAF,1972-02-28,A-37,E413,TRENCH,DESTROYED,A-37,ATTACK
USMC,1972-06-10,A-4,8990,TRAILS,OBSERVED,A-4,FIGHTER
VNAF,1972-05-16,A-37,E405,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-11-15,A-37,C216,175MM GUN SITE,DESTROYED,A-37,ATTACK
USAF,1973-04-16,F-4,6848,POL BARRELS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-03-27,A-1,D872,ARTILLERY,DESTROYED,A-1,FIGHTER
USAF,1973-05-16,F-4,6808,FORDS\SUBSURFACE BRIDGE,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-04-26,A-37,E431,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-08-31,F-4,4235,TRENCH,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1970-08-10,A-7,1722,AAA\37MM  CR MORE,DESTROYED,A-7,ATTACK
USN,1972-07-29,A-7,1366,WAREHOUSE,DAMAGED,A-7,ATTACK
USAF,1971-01-23,F-4,0447,FERRY CROSSING,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-08-24,A-37,B113,AAA SITE UNK CAL,DESTROYED,A-37,ATTACK
USN,1972-12-06,A-7,9515,TRUCKS,DAMAGED,A-7,ATTACK
RAAF,1970-05-24,B-57,5008,CAVES,DAMAGED,B-57,"TACTICAL, BOMBER"
VNAF,1972-09-30,A-37,E404,CAVES,DESTROYED,A-37,ATTACK
USAF,1972-02-02,A-37,6543,SAMPANS,DESTROYED,A-37,ATTACK
VNAF,1971-06-12,A-37,E403,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-04-16,F-4,5702,LANDING ZONE PREP,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1971-07-10,A-1,D331,TRAILS,DESTROYED,A-1,FIGHTER
VNAF,1972-06-21,A-37,B149,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-07-01,A-37,6205,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-09-13,A-1,D345,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1972-01-05,A-1,D303,TUNNELS,DESTROYED,A-1,FIGHTER
USN,1972-08-26,A-7,9741,BOATS\BARGES,DAMAGED,A-7,ATTACK
USAF,1971-06-12,AC-130,7943,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1973-05-04,F-4,6908,BICYCLE\SCOOTER,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-08-23,A-7,9732,BRIDGE\ANY,DESTROYED,A-7,ATTACK
USAF,1971-08-25,F-4,8105,BRIDGES,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1972-04-05,AC-130,5238,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1971-03-27,AC-130,1132,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1973-01-21,F-5,D377,CAVES,DESTROYED,F-5,FIGHTER
VNAF,1971-03-16,A-37,E698,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-07-10,F-4,8153,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1972-05-10,AC-130,5203,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-04-19,A-1,C256,TUNNELS,DESTROYED,A-1,FIGHTER
USAF,1972-03-03,A-37,6511,SUPPLIES\RICE\WEAPONS,DESTROYED,A-37,ATTACK
VNAF,1972-08-06,A-1,D335,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1973-05-21,AC-130,6513,BOATS\BARGES,DAMAGED,AC-130,ATTACK
USAF,1970-05-05,AC-119,1117,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1971-07-04,F-4,7737,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1972-05-08,A-7,1377,BRIDGE\ANY,DAMAGED,A-7,ATTACK
VNAF,1971-07-20,A-37,C217,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-06-17,A-37,5514,FOX HOLES,DAMAGED,A-37,ATTACK
USN,1972-05-06,F-4,1360,BRIDGE\ANY,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-05-30,A-37,E414,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1971-12-21,A-1,D305,TUNNELS,DESTROYED,A-1,FIGHTER
VNAF,1972-05-22,A-37,B123,AA SITE,DESTROYED,A-37,ATTACK
VNAF,1972-09-12,A-37,C220,AAA\37MM  CR MORE,DESTROYED,A-37,ATTACK
VNAF,1972-01-11,A-37,E435,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-05-24,A-37,B105,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-12-21,A-37,E456,FOX HOLES,DAMAGED,A-37,ATTACK
USN,1970-04-11,A-4,1809,TRUCKS,DAMAGED,A-4,FIGHTER
VNAF,1970-08-07,A-37,E940,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1970-04-17,A-37,B686,AA SITE,DESTROYED,A-37,ATTACK
VNAF,1971-11-01,A-1,D341,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1971-11-07,F-4,7023,CAVES,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-06-25,F-105,1444,TRUCKS,DAMAGED,F-105,"FIGHTER, BOMBER"
USAF,1971-03-19,AC-130,1126,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1970-04-09,A-1,D831,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1972-05-23,F-5,D378,TUNNELS,DAMAGED,F-5,FIGHTER
